restaurant_name,restaurant_url,restaurant_link,original_location,country,region,province,city,address,vegetarian_friendly,vegan_options,gluten_free,cuisines,popularity_detailed,popularity_generic,price_level,price_range,avg_rating,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
Melin,https://www.tripadvisor.co.uk/Restaurant_Review-g17782023-d21313523,g17782023-d21313523,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Redbridge"", ""Woodford"", ""Woodford Green""]",England,Greater London,Redbridge,Woodford Green,"692-694 Chigwell Road, Woodford Green, Woodford IG8 8AL England",false,false,false,Turkish,#2 of 2 Restaurants in Woodford Green,#2 of 4 places to eat in Woodford Green,,,3,1,0,1,0,1,,,,,
Merits,https://www.tripadvisor.co.uk/Restaurant_Review-g528819-d4911979,g528819-d4911979,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Twickenham""]",England,Greater London,,Twickenham,"Egerton Road, Twickenham TW2 7SJ England",false,false,false,American,#114 of 138 Restaurants in Twickenham,#129 of 174 places to eat in Twickenham,,,4.5,1,1,0,0,0,,,,,
Metro Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g2549055-d12232328,g2549055-d12232328,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Beckenham""]",England,Greater London,,Beckenham,"51 Croydon Road, Beckenham BR3 4AB England",false,false,false,Pizza,#87 of 88 Restaurants in Beckenham,#102 of 109 places to eat in Beckenham,€€-€€€,€6-€35,2,1,0,0,0,3,,,,,
Mexican Restaurant Wembley,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d4504560,g528820-d4504560,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"Fulton Road, Wembley HA9 0XR England",false,false,false,Mexican,#121 of 157 Restaurants in Wembley,#134 of 206 places to eat in Wembley,,,5,1,0,0,0,0,,,,,
Micky's Fish & Chips,https://www.tripadvisor.co.uk/Restaurant_Review-g503784-d12083459,g503784-d12083459,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hornchurch""]",England,Greater London,,Hornchurch,"97 Upminster Road, Hornchurch RM11 3XB England",false,false,false,Fast food,#91 of 93 Restaurants in Hornchurch,#105 of 123 places to eat in Hornchurch,,,2,1,0,0,0,4,,,,,
Ming Chinese,https://www.tripadvisor.co.uk/Restaurant_Review-g1646063-d4910274,g1646063-d4910274,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Edgware""]",England,Greater London,,Edgware,"60 Watling Avenue, Edgware HA8 0LT England",false,false,false,Chinese,#58 of 78 Restaurants in Edgware,#59 of 96 places to eat in Edgware,,,5,1,0,0,0,0,,,,,
Mint Balti,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d13005375,g504182-d13005375,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"125 Church Hill Road Surrey, Sutton SM3 8LJ England",false,false,false,Indian,#103 of 130 Restaurants in Sutton,#120 of 213 places to eat in Sutton,€€-€€€,€17-€29,5,1,0,0,0,0,,,,,
Mirage Sports Bar Wembley International Hotel,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d16663453,g528820-d16663453,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"Empire Way Wembley International Hotel, Wembley HA9 0NH England",false,false,false,"Italian, Chinese, Steakhouse, Indian, British",#104 of 157 Restaurants in Wembley,#116 of 206 places to eat in Wembley,€€-€€€,€10-€40,4.5,1,1,0,0,0,,,,,
Monk's Park Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d4046840,g528820-d4046840,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"2 Monks Park, Wembley HA9 6JE England",false,false,false,"Caribbean, European",#122 of 157 Restaurants in Wembley,#135 of 206 places to eat in Wembley,,,4.5,1,1,0,0,0,,,,,
Morley's,https://www.tripadvisor.co.uk/Restaurant_Review-g1934185-d12662003,g1934185-d12662003,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley"", ""Orpington""]",England,Greater London,Bromley,Orpington,"24 Carlton Parade, Orpington, Bromley BR6 0JB England",false,false,false,Fast food,#117 of 117 Restaurants in Orpington,#142 of 168 places to eat in Orpington,,,2,1,0,1,0,4,,,,,
Morley's Fried Chicken,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d8413212,g504167-d8413212,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"106 Thornton Road, Croydon CR7 6BB England",false,false,false,,#288 of 340 Restaurants in Croydon,#352 of 490 places to eat in Croydon,,,3,1,0,1,0,1,,,,,
Morley's Fried Chicken,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d12453934,g504182-d12453934,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"362 High Street, Sutton SM1 1QE England",false,false,false,,#105 of 130 Restaurants in Sutton,#122 of 213 places to eat in Sutton,,,5,1,0,0,0,0,,,,,
Morleys Fried Chicken,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d11741973,g504167-d11741973,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"304 Whitehorse Road, Croydon CR0 2LE England",false,false,false,,#322 of 340 Restaurants in Croydon,#390 of 490 places to eat in Croydon,,,2.5,1,1,1,0,3,,,,,
Mr Kebabish,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d4925596,g504167-d4925596,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"1 St. James's Road, Croydon CR0 2SB England",false,false,false,"Pakistani, Asian, Middle Eastern",#331 of 340 Restaurants in Croydon,#404 of 490 places to eat in Croydon,€,,2.5,1,4,2,0,6,3,2.5,3.5,,
Mr Ribs Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g191259-d17322444,g191259-d17322444,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London""]",England,Greater London,,,"The Market Village 70-73 The Mall Unit 10 Stratford Shopping Centre, E15 1XQ England",false,false,false,"Brazilian, South American",#51 of 75 Restaurants in Greater London,#4210 of 6696 places to eat in Greater London,€€-€€€,€6-€20,5,1,0,0,0,0,,,,,
Mr Shakes Milkshake Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d5815575,g580418-d5815575,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"537 Pinner Road, Harrow HA2 6EH England",false,false,false,,#224 of 267 Restaurants in Harrow,#252 of 343 places to eat in Harrow,,,3,1,0,0,0,1,,,,,
Mr. Chippy,https://www.tripadvisor.co.uk/Restaurant_Review-g1635502-d3990939,g1635502-d3990939,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Redbridge"", ""Woodford""]",England,Greater London,Redbridge,Woodford,"1 Rex Parade, Snakes Lane, Woodford England",false,false,false,Turkish,#55 of 58 Restaurants in Woodford,#60 of 68 places to eat in Woodford,,,3,1,2,1,1,2,,,,,
Ms Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g580413-d17691771,g580413-d17691771,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Enfield""]",England,Greater London,,Enfield,"Culver Garden Centre Cattlegate Road, Enfield EN2 9DS England",false,false,false,British,#104 of 133 Restaurants in Enfield,#123 of 200 places to eat in Enfield,€,€2-€10,3,1,0,0,0,1,,,,,
Namaste Mumbai,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d21258448,g580418-d21258448,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"793 Field End Road, Harrow HA4 0QL England",false,false,false,,#180 of 267 Restaurants in Harrow,#201 of 343 places to eat in Harrow,,,5,1,0,0,0,0,,,,,
Nando's ,https://www.tripadvisor.co.uk/Restaurant_Review-g2536732-d20098615,g2536732-d20098615,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Purley""]",England,Greater London,,Purley,"Waddon Way Unit 7, The Collonades, Purley CR0 4RQ England",false,false,false,,#27 of 33 Restaurants in Purley,#32 of 50 places to eat in Purley,,,3,1,0,0,0,1,,,,,
Nando's Bromley - St Mark's Square,https://www.tripadvisor.co.uk/Restaurant_Review-g1637597-d20375870,g1637597-d20375870,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley""]",England,Greater London,,Bromley,"Westmoreland Road Unit 3, St Mark's SQ, Bromley BR2 9UY England",false,false,false,,#152 of 176 Restaurants in Bromley,#305 of 415 places to eat in Bromley,,,3.5,1,1,0,2,0,,,,,
Nando's East Croydon,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d20999828,g504167-d20999828,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"95 George St, Croydon CR9 2NS England",false,false,false,"European, Grill, Portuguese",#250 of 340 Restaurants in Croydon,#309 of 490 places to eat in Croydon,,,3.5,1,1,0,0,1,,,,,
Nando's Sydenham,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d20999829,g504182-d20999829,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"301-303 Kirkdale, Sutton SE26 4QD England",false,false,false,"European, Grill, Portuguese",#91 of 130 Restaurants in Sutton,#108 of 213 places to eat in Sutton,,,5,1,0,0,0,0,,,,,
Nando's Wembley Park,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d13231177,g528820-d13231177,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"Great Central Way Tesco Extra, Neasden, Wembley NW10 0TL England",false,false,false,"Grill, Portuguese",#138 of 157 Restaurants in Wembley,#153 of 206 places to eat in Wembley,,,3,1,3,1,0,3,,,,,
New Wing Luck,https://www.tripadvisor.co.uk/Restaurant_Review-g191261-d12535130,g191261-d12535130,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""West Drayton""]",England,Greater London,,West Drayton,"109 Station Road, West Drayton UB7 7LT England",false,false,false,Chinese,#38 of 48 Restaurants in West Drayton,#42 of 57 places to eat in West Drayton,,,3,1,4,1,1,2,,,,,
New tasty chicken,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d8559332,g580427-d8559332,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"7 Stations Chambers, Romford England",false,false,false,Fast food,#164 of 194 Restaurants in Romford,#194 of 268 places to eat in Romford,,,3,1,0,0,0,1,,,,,
Niazi Foods,https://www.tripadvisor.co.uk/Restaurant_Review-g14411998-d15705545,g14411998-d15705545,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon"", ""Thornton Heath""]",England,Greater London,Croydon,Thornton Heath,"28 High Street, Thornton Heath, Croydon CR7 8LE England",false,false,false,,#3 of 4 Restaurants in Thornton Heath,#3 of 12 places to eat in Thornton Heath,,,5,1,0,0,0,0,,,,,
Nina's,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d15611543,g528820-d15611543,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"193 East Lane, Wembley HA0 3NG England",false,false,false,Cafe,#134 of 157 Restaurants in Wembley,#148 of 206 places to eat in Wembley,,,3,1,0,0,0,1,,,,,
Nizams Restaurant Limited,https://www.tripadvisor.co.uk/Restaurant_Review-g528813-d4481249,g528813-d4481249,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hounslow""]",England,Greater London,,Hounslow,"50 Salisbury Road, Hounslow TW4 6JQ England",false,false,false,"Indian, Pizza, International, Middle Eastern, Pakistani",#141 of 182 Restaurants in Hounslow,#266 of 383 places to eat in Hounslow,,,3.5,1,1,0,1,0,,,,,
Nourish by Nisha,https://www.tripadvisor.co.uk/Restaurant_Review-g1999999-d21212746,g1999999-d21212746,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Northwood""]",England,Greater London,,Northwood,"22 Chestnut Avenue The Northwood Club, Northwood HA6 1HR England",false,false,false,Healthy,#33 of 44 Restaurants in Northwood,#35 of 52 places to eat in Northwood,,,5,1,0,0,0,0,,,,,
Number Four Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g580413-d13327739,g580413-d13327739,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Enfield""]",England,Greater London,,Enfield,"238 Hertford Road, Enfield EN3 5BL England",false,false,false,,#89 of 133 Restaurants in Enfield,#104 of 200 places to eat in Enfield,€€-€€€,€10-€18,5,1,0,0,0,0,,,,,
O'Burger,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d19098835,g504182-d19098835,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"3 Marshalls Road, Sutton SM1 4DY England",false,false,false,Pizza,#93 of 130 Restaurants in Sutton,#110 of 213 places to eat in Sutton,€€-€€€,,5,1,0,0,0,0,,,,,
Oak tree,https://www.tripadvisor.co.uk/Restaurant_Review-g1566233-d8311314,g1566233-d8311314,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Northolt""]",England,Greater London,Ealing,Northolt,"Yeading Lane, Northolt, Ealing England",false,false,false,Turkish,#10 of 13 Restaurants in Northolt,#12 of 18 places to eat in Northolt,,,5,1,0,0,0,0,,,,,
Off The Farm,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d12386632,g504167-d12386632,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"Unit 25 10 Trade Centre 57A Croydon Road, Croydon CR0 4WQ England",false,false,false,,#240 of 340 Restaurants in Croydon,#298 of 490 places to eat in Croydon,,,5,1,0,0,0,0,,,,,
Oklava at Arcade Food Theatre,https://www.tripadvisor.co.uk/Restaurant_Review-g191259-d17670701,g191259-d17670701,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London""]",England,Greater London,,,"Centre Point 101-103 New Oxford Street, WC1A 1DB England",false,false,false,Turkish,#65 of 75 Restaurants in Greater London,#4963 of 6696 places to eat in Greater London,€€-€€€,€17-€29,3,1,0,0,0,1,,,,,
Old Mill Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d12385856,g580427-d12385856,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"1 Old Mill Parade, Romford RM1 2HU England",false,false,false,"European, Turkish",#149 of 194 Restaurants in Romford,#177 of 268 places to eat in Romford,,,3.5,1,0,0,1,0,,,,,
Old Village Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g1637597-d20017123,g1637597-d20017123,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley""]",England,Greater London,,Bromley,"56 Hayes Street, Bromley BR2 7LD England",false,false,false,,#135 of 176 Restaurants in Bromley,#280 of 415 places to eat in Bromley,,,5,1,0,0,0,0,,,,,
Onemli Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g528814-d8433907,g528814-d8433907,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hounslow"", ""Isleworth""]",England,Greater London,Hounslow,Isleworth,"38 Syon Lane, Isleworth, Hounslow TW7 5NQ England",false,false,false,British,#33 of 42 Restaurants in Isleworth,#38 of 52 places to eat in Isleworth,€,€6-€12,4,1,1,1,0,0,,,,,
Open Palace,https://www.tripadvisor.co.uk/Restaurant_Review-g1480935-d5093824,g1480935-d5093824,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Barnet""]",England,Greater London,,Barnet,"193 Mays Lane, Barnet EN5 2DY England",false,false,false,Mediterranean,#83 of 108 Restaurants in Barnet,#94 of 140 places to eat in Barnet,€,,4,1,2,1,0,0,,,,,
Orchid Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d3453363,g504175-d3453363,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames""]",England,Greater London,,Kingston upon Thames,"Warren House Warren Road, Kingston upon Thames England",false,false,false,Steakhouse,#140 of 170 Restaurants in Kingston upon Thames,#267 of 365 places to eat in Kingston upon Thames,,,5,1,0,0,0,0,,,,,
Oriental Chef,https://www.tripadvisor.co.uk/Restaurant_Review-g11834625-d13007566,g11834625-d13007566,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Redbridge""]",England,Greater London,,Redbridge,"25 High Street Wanstead Wanstead, E11 2AA England",false,false,false,"Chinese, Asian, Thai, Malaysian",#8 of 9 Restaurants in Redbridge,#68 of 79 places to eat in Redbridge,€,€3-€9,2.5,1,1,0,0,3,,,,,
Oriental Chef,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d8320129,g580420-d8320129,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"38 High Street, Ilford IG6 2DQ England",false,false,false,Chinese,#213 of 217 Restaurants in Ilford,#241 of 283 places to eat in Ilford,,,2,1,0,0,0,4,,,,,
Oriental Chef,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d9562314,g580427-d9562314,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"440 Becontree Avenue, Romford RM8 3UB England",false,false,false,,#177 of 194 Restaurants in Romford,#209 of 268 places to eat in Romford,,,2.5,1,0,0,2,1,,,,,
Orpington Kebab,https://www.tripadvisor.co.uk/Restaurant_Review-g1934185-d13096689,g1934185-d13096689,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley"", ""Orpington""]",England,Greater London,Bromley,Orpington,"23 Carlton Parade, Orpington, Bromley BR6 0JB England",false,false,false,Turkish,#94 of 117 Restaurants in Orpington,#112 of 168 places to eat in Orpington,€€-€€€,€5-€15,5,1,0,0,0,0,,,,,
Oz Royal Kebab,https://www.tripadvisor.co.uk/Restaurant_Review-g580413-d4740359,g580413-d4740359,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Enfield""]",England,Greater London,,Enfield,"579 Hertford Road, Enfield EN3 5UL England",false,false,false,Turkish,#109 of 133 Restaurants in Enfield,#130 of 200 places to eat in Enfield,,,3,1,3,1,0,3,,,,,
Ozwald Cobblepot,https://www.tripadvisor.co.uk/Restaurant_Review-g11878701-d21183197,g11878701-d21183197,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond"", ""Richmond""]",England,Greater London,Richmond,Richmond,"Lower Mortlake Road, Richmond, Richmond England",false,false,false,British,#10 of 11 Restaurants in Richmond,#14 of 20 places to eat in Richmond,,,5,1,0,0,0,0,,,,,
Palmera,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d8355877,g504182-d8355877,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"561 London Road Surrey, Sutton SM3 9AE England",false,false,false,"Asian, Sri Lankan",#99 of 130 Restaurants in Sutton,#116 of 213 places to eat in Sutton,,,4.5,1,1,0,0,0,,,,,
Panini,https://www.tripadvisor.co.uk/Restaurant_Review-g12692256-d12875741,g12692256-d12875741,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing""]",England,Greater London,,Ealing,"106 South Ealing Road, Ealing W5 4QJ England",false,false,false,Cafe,#3 of 3 Coffee & Tea in Ealing,#262 of 336 places to eat in Ealing,,,2.5,1,1,0,0,3,,,,,
Panini Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d6599066,g504167-d6599066,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"106 High Street, Croydon CR0 1ND England",false,false,false,,#237 of 340 Restaurants in Croydon,#295 of 490 places to eat in Croydon,,,4.5,1,1,0,0,0,,,,,
Papa John's,https://www.tripadvisor.co.uk/Restaurant_Review-g673605-d10623343,g673605-d10623343,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hounslow"", ""Feltham""]",England,Greater London,Hounslow,Feltham,"418 Staines Road Feltham, Feltham, Hounslow TW14 8BT England",false,false,false,"Pizza, Fast food",#48 of 51 Restaurants in Feltham,#54 of 63 places to eat in Feltham,€,,2,1,2,3,0,8,,,,,
Papa John's,https://www.tripadvisor.co.uk/Restaurant_Review-g1635502-d17409012,g1635502-d17409012,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Redbridge"", ""Woodford""]",England,Greater London,Redbridge,Woodford,"3 The Broadway Woodford Green, Woodford IG8 0DD England",false,false,false,Pizza,#54 of 58 Restaurants in Woodford,#59 of 68 places to eat in Woodford,,,3,1,1,1,0,2,,,,,
Papa John's Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g503784-d17531164,g503784-d17531164,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hornchurch""]",England,Greater London,,Hornchurch,"16 Tadworth Parade Elm Park, Hornchurch RM12 5AS England",false,false,false,,#88 of 93 Restaurants in Hornchurch,#100 of 123 places to eat in Hornchurch,,,3,1,1,0,1,1,,,,,
Papa John's Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g580413-d11905450,g580413-d11905450,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Enfield""]",England,Greater London,,Enfield,"556-560 Hertford Road, Enfield EN3 5ST England",false,false,false,Pizza,#122 of 133 Restaurants in Enfield,#146 of 200 places to eat in Enfield,,,2.5,1,0,1,1,2,,,,,
Papa John's Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g1639613-d17510411,g1639613-d17510411,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sidcup""]",England,Greater London,,Sidcup,"81 Station Road, Sidcup DA15 7DN England",false,false,false,,#88 of 93 Restaurants in Sidcup,#99 of 111 places to eat in Sidcup,,,2.5,1,0,0,0,2,,,,,
Pappadums,https://www.tripadvisor.co.uk/Restaurant_Review-g528813-d7974227,g528813-d7974227,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hounslow""]",England,Greater London,,Hounslow,"Ferry Lane, Hounslow England",false,false,false,Indian,#121 of 182 Restaurants in Hounslow,#237 of 383 places to eat in Hounslow,,,5,1,0,0,0,0,,,,,
Paprika,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d12795978,g580427-d12795978,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"66 High Road Chadwell Heath, Romford RM6 6PP England",false,false,false,Indian,#147 of 194 Restaurants in Romford,#175 of 268 places to eat in Romford,€€-€€€,€6-€17,3.5,1,2,0,0,1,,,,,
Passio Jerk Centre,https://www.tripadvisor.co.uk/Restaurant_Review-g580416-d21256842,g580416-d21256842,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Greenford""]",England,Greater London,Ealing,Greenford,"414 Greenford Road, Greenford, Ealing UB6 9AH England",false,false,false,"Caribbean, Jamaican",#29 of 42 Restaurants in Greenford,#33 of 66 places to eat in Greenford,€€-€€€,,5,1,0,0,0,0,,,,,
Patiala Xpress,https://www.tripadvisor.co.uk/Restaurant_Review-g17478676-d21247839,g17478676-d21247839,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Colindale""]",England,Greater London,,Colindale,"399 Edgware Road, Colindale England",false,false,false,Indian,#4 of 6 Restaurants in Colindale,#4 of 8 places to eat in Colindale,€,,5,1,0,0,0,0,,,,,
Peking Order,https://www.tripadvisor.co.uk/Restaurant_Review-g1646063-d12882801,g1646063-d12882801,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Edgware""]",England,Greater London,,Edgware,"Camrose Ave The Hive Stadium, Edgware HA8 6AG England",false,false,false,Grill,#59 of 78 Restaurants in Edgware,#60 of 96 places to eat in Edgware,,,5,1,0,0,0,0,,,,,
Pepe's,https://www.tripadvisor.co.uk/Restaurant_Review-g191260-d8769466,g191260-d8769466,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hayes""]",England,Greater London,,Hayes,"13 Coldharbour Lane, Hayes UB3 3EA England",false,false,false,,#80 of 84 Restaurants in Hayes,#85 of 101 places to eat in Hayes,€,,2.5,1,2,3,2,6,2,2,2,,
Percys Clay Oven Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g3505898-d13230672,g3505898-d13230672,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wallington""]",England,Greater London,,Wallington,"7 Ross Parade, Wallington SM6 8QG England",false,false,false,Pizza,#34 of 48 Restaurants in Wallington,#43 of 60 places to eat in Wallington,€€-€€€,€13-€17,5,1,0,0,0,0,,,,,
Perfect Fried Chicken,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d8118526,g504167-d8118526,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"95A South End, Croydon CR0 1BG England",false,false,false,,#217 of 340 Restaurants in Croydon,#265 of 490 places to eat in Croydon,,,4,1,1,1,0,0,,,,,
Perfect Kebab,https://www.tripadvisor.co.uk/Restaurant_Review-g3505898-d4912308,g3505898-d4912308,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wallington""]",England,Greater London,,Wallington,"142 Stafford Road, Wallington SM6 9BS England",false,false,false,Mediterranean,#42 of 48 Restaurants in Wallington,#51 of 60 places to eat in Wallington,,,5,1,0,0,0,0,,,,,
Perfect Peri Peri & Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g1637597-d9743003,g1637597-d9743003,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley""]",England,Greater London,,Bromley,"640 Downham Way, Bromley BR1 5HN England",false,false,false,,#171 of 176 Restaurants in Bromley,#349 of 415 places to eat in Bromley,€,€2-€10,2,1,0,1,1,3,,,,,
Perfect Piri Piri,https://www.tripadvisor.co.uk/Restaurant_Review-g191260-d6419784,g191260-d6419784,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hayes""]",England,Greater London,,Hayes,"1072-1074 Uxbridge Road, Hayes UB4 0RJ England",false,false,false,"Fast food, Grill",#55 of 84 Restaurants in Hayes,#57 of 101 places to eat in Hayes,,,4,1,1,1,0,0,,,,,
Petit Pret,https://www.tripadvisor.co.uk/Restaurant_Review-g11963623-d14038994,g11963623-d14038994,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Stratford City""]",England,Greater London,,Stratford City,"SHOP 2, SOUTHERN TICKET HAll Stratford station, Stratford City E15 1AZ England",false,false,false,"American, Cafe, British, Contemporary, Street Food",#21 of 26 Restaurants in Stratford City,#24 of 39 places to eat in Stratford City,,,3.5,1,0,0,1,0,,,,,
